application_id,job_id,student_id,status,cover_letter,resume_url,applied_at,updated_at,id
app-0035,d4f3ec23-527f-432f-b597-cea04aa90e51,b1a1d1e1-0035-4000-8000-000000000035,shortlisted,Content creation and media experience.,https://resumes.harbor.edu/ella.pdf,2024-02-18T14:00:00Z,2024-01-25T09:00:00Z,1796f404-c8bc-480d-abf7-ca61f0c8162d
app-0036,d4f3ec23-527f-432f-b597-cea04aa90e51,b1a1d1e1-0036-4000-8000-000000000036,rejected,Digital media skills.,https://resumes.harbor.edu/adam.pdf,2024-02-19T15:00:00Z,2024-01-25T09:00:00Z,f2b9755a-7def-4746-8a36-cbd13642a2cd
app-0037,6f618fff-0717-4929-bda4-b835edceede4,b1a1d1e1-0037-4000-8000-000000000037,pending,Legal research and documentation.,https://resumes.harbor.edu/zoe.pdf,2024-02-20T16:00:00Z,2024-01-25T09:00:00Z,5920ea7c-47fb-4643-97f8-f11ba478e85c
app-0038,6f618fff-0717-4929-bda4-b835edceede4,b1a1d1e1-0038-4000-8000-000000000038,reviewing,Law and research skills.,https://resumes.harbor.edu/oliver.pdf,2024-02-21T17:00:00Z,2024-01-25T09:00:00Z,de2dd028-3e82-4363-bd4e-ed5e49934b99
app-0039,a6b1e8cb-25b5-4fd8-92f7-da67dc51b11b,b1a1d1e1-0039-4000-8000-000000000039,shortlisted,Urban planning and GIS experience.,https://resumes.harbor.edu/sofia.pdf,2024-02-22T18:00:00Z,2024-01-25T09:00:00Z,0f138ad6-2e58-4f6a-9227-446e4e27b275
app-0040,a6b1e8cb-25b5-4fd8-92f7-da67dc51b11b,b1a1d1e1-0040-4000-8000-000000000040,rejected,GIS and urban development skills.,https://resumes.harbor.edu/owen.pdf,2024-02-23T19:00:00Z,2024-01-25T09:00:00Z,46c195ab-935f-4b6d-b2d6-461cbd933af0
app-0041,8d2f129c-d0b4-4844-bcc5-2f7ada1397d5,b1a1d1e1-0041-4000-8000-000000000041,pending,Mobile development experience.,https://resumes.harbor.edu/ella.pdf,2024-02-24T20:00:00Z,2024-01-25T09:00:00Z,2f64a2b3-3483-48f8-ab8b-a11282252bd2
app-0042,8d2f129c-d0b4-4844-bcc5-2f7ada1397d5,b1a1d1e1-0042-4000-8000-000000000042,reviewing,Swift and Kotlin skills.,https://resumes.harbor.edu/jacob.pdf,2024-02-25T21:00:00Z,2024-01-25T09:00:00Z,b267e68f-0219-43a0-b585-3a1de8e90dda
app-0043,72310bef-603b-4aaa-9ddb-735e927f35a9,b1a1d1e1-0043-4000-8000-000000000043,shortlisted,DevOps and automation experience.,https://resumes.harbor.edu/sofia.pdf,2024-02-26T22:00:00Z,2024-01-25T09:00:00Z,fc545f29-db03-4ca6-bc57-16c34d03187b
app-0044,72310bef-603b-4aaa-9ddb-735e927f35a9,b1a1d1e1-0044-4000-8000-000000000044,rejected,CI/CD and Docker skills.,https://resumes.harbor.edu/matthew.pdf,2024-02-27T23:00:00Z,2024-01-25T09:00:00Z,2526a1aa-a2bb-4fdb-8ea5-fa8641363d1a
app-0045,c474e87c-53e7-4628-9df9-888c520ae858,b1a1d1e1-0045-4000-8000-000000000045,pending,Business intelligence and SQL expertise.,https://resumes.harbor.edu/zoe.pdf,2024-02-28T09:00:00Z,2024-01-25T09:00:00Z,34181dca-7284-417e-8056-681751add104
app-0046,c474e87c-53e7-4628-9df9-888c520ae858,b1a1d1e1-0046-4000-8000-000000000046,reviewing,BI and PowerBI skills.,https://resumes.harbor.edu/oliver.pdf,2024-03-01T10:00:00Z,2024-01-25T09:00:00Z,347b1f5c-7851-4f64-b274-ec32751d9c9e
app-0047,ce86d8d2-80ac-44c0-901d-a58b56b3c71f,b1a1d1e1-0047-4000-8000-000000000047,shortlisted,Cloud engineering and AWS experience.,https://resumes.harbor.edu/sofia.pdf,2024-03-02T11:00:00Z,2024-01-25T09:00:00Z,1787c692-4ce7-48f9-a91c-123a2867be1f
app-0048,ce86d8d2-80ac-44c0-901d-a58b56b3c71f,b1a1d1e1-0048-4000-8000-000000000048,rejected,Azure and GCP skills.,https://resumes.harbor.edu/james.pdf,2024-03-03T12:00:00Z,2024-01-25T09:00:00Z,309ed611-2c89-49b4-9534-01302a39988c
app-0049,11758670-72a6-460e-9b75-2b886f9e394c,b1a1d1e1-0049-4000-8000-000000000049,pending,Accounting and Excel expertise.,https://resumes.harbor.edu/zoe.pdf,2024-03-04T13:00:00Z,2024-01-25T09:00:00Z,26f265ca-592f-49fb-86ba-409aed164916
app-0050,11758670-72a6-460e-9b75-2b886f9e394c,b1a1d1e1-0050-4000-8000-000000000050,reviewing,Finance and planning skills.,https://resumes.harbor.edu/oliver.pdf,2024-03-05T14:00:00Z,2024-01-25T09:00:00Z,29e5871c-6d92-4b8e-b62e-3c007651d7a8
